AQW00061705       11343C
USC00267697        3508R
USC00267750        2961R
USC00267806        2156R
USC00267820        3111R
USC00267908        3272R
USC00267953        3465R
USC00268186        3345Q
USC00268202        3270R
USC00268346        2402R
USC00268443        3409R
USC00268588        6708S
USC00268761        2873S
USC00268822        3569S
USC00268838        3536R
USC00268988        2561R
USC00269072        2062R
USC00269168        3157R
USC00269229        3719R
USC00270681        2155S
USC00270690        2237C
USC00270706        2271R
USC00271647        2019S
USC00271950        2538R
USC00271968        1422Q
USC00272174        2865S
USC00272302        2731Q
USC00272800        2714S
USC00272999        1753S
USC00273055        2412Q
USC00273182        2600R
USC00273530        2281R
USC00273626        2764S
USC00273658        2532Q
USC00273850        2687S
USC00274234        2811R
USC00274399        2748S
USC00274480        2742S
USC00274556        2225S
USC00275013        2497Q
USC00275211        2897R
USC00275412        2694R
USC00275500        2372R
USC00275629        2443S
USC00275702        2865R
USC00275712        2847S
USC00275780        2472Q
USC00275868        2290R
USC00275995        2336S
USC00276234        2188R
USC00276818        1806S
USC00276945        2300R
USC00277833        2494R
USC00278539        2512Q
USC00278612        2216R
USC00278614        2311R
USC00278858        2558Q
USC00278972        2441R
USC00279278        2743Q
USC00279966        1918R
USC00280690        3628R
USC00280734        3324R
USC00280907        3391R
USC00280990        3665R
USC00281335        3518R
USC00281351        3886C
USC00281582        3171R
USC00281592        3468Q
USC00282023        3657S
USC00282768        3405R
USC00282805        3837R
USC00283029        3410S
USC00283181        3688R
USC00283291        3678R
USC00283662        3831R
USC00283704        3898Q
USC00283935        2618R
USC00283951        3593S
USC00284229        3790S
USC00284635        3570R
USC00284887        3521R
USC00284987        3518R
USC00285003        2778R
USC00285728        4032R
USC00286055        3640S
USC00286177        3203R
USC00286843        3970R
USC00286979        3438Q
USC00287079        3771R
USC00287865        3645R
USC00287936        4000R
USC00288194        3281R
USC00288644        2968S
USC00288648        2923R
USC00288816        3565R
USC00288899        3677R
USC00289187        3280R
USC00289363        3386R
USC00289910        3957R
USC00290041        3350R
USC00290199        5493R
USC00290225        3981R
USC00290231        4298R
USC00290245        3471R
USC00290268        4896R
USC00290377        4195S
USC00290407        1977R
USC00290417        5372S
USC00290426        5241R
USC00290525        4692R
USC00290600        5298S
USC00290640        3404S
USC00290692        3682S
USC00290858        4807R
USC00290915        4558R
USC00290983        4250S
USC00290992        5095R
USC00291063        3941S
USC00291138        4913R
USC00291153        5533R
USC00291180        2206R
USC00291286        5299S
USC00291332        4262R
USC00291440        3433S
USC00291445        4801Q
USC00291450        2890R
USC00291469        5610S
USC00291480        5528S
USC00291515        4173S
USC00291630        2582S
USC00291647        3523S
USC00291664        2313S
USC00291721        5617Q
USC00291813        3147S
USC00291840        4787R
USC00291883        3877Q
USC00291910        4380S
USC00291918        3026R
USC00291931        1867R
USC00291939        4679S
USC00291963        4385R
USC00291982        3889S
USC00292030        5053S
USC00292095        3131R
USC00292096        3024R
USC00292100        3976R
USC00292207        4849R
USC00292241        3016R
USC00292250        3682S
USC00292365        5332Q
USC00292436        5297R
USC00292453        3395R
USC00292510        4322C
USC00292608        3016S
USC00292700        2160S
USC00292785        2847S
USC00292820        3154R
USC00292837        2883S
USC00292848        5499S
USC00292854        4821R
USC00292865        3729S
USC00293031        3745R
USC00293060        3513S
USC00293142        3586R
USC00293157        4702S
USC00293180        3322R
USC00293265        4700R
USC00293294        4818S
USC00293296        4952Q
USC00293340        3631S
USC00293368        5337R
USC00293428        3460Q
USC00293488        2070S
USC00293530        4024R
USC00293577        4581S
USC00293649        3709S
USC00293706        3378S
USC00293775        5264R
USC00293855        5339R
USC00294009        4625S
USC00294026        5615R
USC00294030        5583R
USC00294112        5166R
USC00294346        5957S
USC00294366        4189Q
USC00294369        3602S
USC00294426        5021R
USC00294719        4026R
USC00294742        2175R
USC00294862        3378R
USC00294960        2716R
USC00295079        5354S
USC00295084        2653S
USC00295150        4470S
USC00295273        3278R
USC00295290        2845R
USC00295370        5565R
USC00295490        3419R
USC00295516        4290R
USC00295560        2466S
USC00295617        4831C
USC00295754        4022R
USC00295908        3336R
USC00295937        3955C
USC00295960        3506S
USC00295965        3596R
USC00295968        3339Q
USC00296061        3553R
USC00296115        4689R
USC00296275        2644R
USC00296281        5466R
USC00296435        5496R
USC00296465        3132R
USC00296619        3450C
USC00296659        5264R
USC00296676        3312S
USC00296687        3512S
USC00296754        4500R
USC00296804        4621S
USC00296812        2833R
USC00296911        3962Q
USC00297008        5003S
USC00297180        3218R
USC00297226        4232S
USC00297254        4251R
USC00297279        3087S
USC00297280        3089S
USC00297323        1852S
USC00297340        5019R
USC00297386        4236R
USC00297477        4220Q
USC00297481        4452Q
USC00297585        4086Q
USC00297605        4986Q
USC00297638        3387R
USC00297649        3066R
USC00297867        4977S
USC00298015        3094R
USC00298085        3231R
USC00298088        3171Q
USC00298107        4649S
USC00298127        5544Q
USC00298284        4263R
USC00298387        4511S
USC00298501        3679R
USC00298518        3196S
USC00298524        3140R
USC00298535        5561S
USC00298596        4791S
USC00298668        3092R
USC00298713        4772S
USC00298830        3391R
USC00298834        2657R
USC00298845        2457S
USC00299031        3411S
USC00299085        2210R
USC00299128        5357R
USC00299156        4826C
USC00299165        5213S
USC00299284        4891Q
USC00299330        3434R
USC00299496        3822Q
USC00299569        5791R
USC00299660        5589R
USC00299686        5200S
USC00299691        3845S
USC00299806        3642S
USC00299820        1838S
USC00299851        4491S
USC00300023        2666R
USC00300055        3014C
USC00300063        2590R
USC00300085        2592R
USC00300093        2384R
USC00300183        2525R
USC00300220        2578R
USC00300321        2809R
USC00300331        2894R
USC00300343        2828S
USC00300360        2642R
USC00300443        3008S
USC00300448        2642S
USC00300668        2298R
USC00300732        2856Q
USC00300766        2483R
USC00300785        1998S
USC00300870        2553Q
USC00300889        3082S
USC00300961        3860Q
USC00301095        2852S
USC00301110        2467R
USC00301152        2909S
USC00301211        2861Q
USC00301309        3347Q
USC00301387        2300R
USC00301401        2603S
USC00301436        2457S
USC00301595        2509R
USC00301623        2481R
USC00301625        2473Q
USC00301708        2416R
USC00301752        2339S
USC00301761        2890R
USC00301787        2242R
USC00301799        2706R
USC00301966        2340S
USC00301974        2942S
USC00302031        2511Q
USC00302036        2368S
USC00302047        2516Q
USC00302060        2803S
USC00302129        3504S
USC00302169        2576Q
USC00302366        2220R
USC00302454        2486Q
USC00302554        2526R
USC00302610        2797S
USC00302627        2818R
USC00303025        2381S
USC00303033        3125S
USC00303124        2484R
USC00303184        2734S
USC00303259        3342R
USC00303284        2758S
USC00303319        2571R
USC00303346        2361S
USC00303354        2990R
USC00303360        2445R
USC00303464        3128R
USC00303773        2773S
USC00303955        2792R
USC00304025        3281S
USC00304102        1876S
USC00304174        2634S
USC00304207        2634R
USC00304555        2213S
USC00304575        2715R
USC00304647        2592S
USC00304731        2381R
USC00304791        2498R
USC00304808        2393S
USC00304836        2104Q
USC00304844        3109R
USC00304849        2867R
USC00304912        2281S
USC00304996        2243S
USC00305113        2377S
USC00305233        2396Q
USC00305310        3341S
USC00305334        2835R
USC00305377        3607R
USC00305426        3095S
USC00305512        2231R
USC00305597        2825R
USC00305714        1897R
USC00305796        3850R
USC00305840        2786R
USC00306047        2865Q
USC00306085        2646S
USC00306138        3263R
USC00306164        2564R
USC00306184        1956S
USC00306314        2719S
USC00306441        3441R
USC00306464        2684R
USC00306538        2673S
USC00306649        2280R
USC00306659        2422R
USC00306774        3017S
USC00306957        1767R
USC00307035        2999R
USC00307134        3519R
USC00307210        2627Q
USC00307400        2634R
USC00307405        2850R
USC00307484        3025S
USC00307633        3623R
USC00307705        2530R
USC00307799        1800S
USC00307842        2946S
USC00308086        2452R
USC00308088        2673R
USC00308248        1882R
USC00308304        3172R
USC00308322        3274R
USC00308386        3004Q
USC00308600        3137S
USC00308625        2330R
USC00308627        2263R
USC00308631        2059S
USC00308746        3101R
USC00308906        2984S
USC00308910        2456R
USC00308932        2437R
USC00308936        2694R
USC00308944        2447S
USC00308946        3417R
USC00308962        2216S
USC00309000        2718S
USC00309047        3024R
USC00309055        2589R
USC00309072        2409Q
USC00309189        3134R
USC00309270        2073R
USC00309292        3353S
USC00309389        3103S
USC00309442        2564Q
USC00309495        2606R
USC00309670        3156S
USC00309690        2839Q
USC00310090        4994S
USC00310184        4276R
USC00310212        4924R
USC00310241        4904S
USC00310286        4855S
USC00310356        5560Q
USC00310375        5504R
USC00310506        2707R
USC00310576        5586R
USC00310645        1781R
USC00310674        5302S
USC00310724        3883S
USC00310843        3866R
USC00310901        2600R
USC00310982        2968S
USC00311055        3950R
USC00311156        4175Q
USC00311222        5482Q
